,,,,,,,,,,,
,,,,,,,,,,,
"2. Población censada por tramo de edad e índice de envejecimiento, según sexo y comuna.",,,,,,,,,,,
Código región,Región,Código provincia,Provincia,Código comuna,Comuna,Sexo,Población censada,0-14,15-64,65 años o más,Índice de envejecimiento
0,País,0,País,0,País,Total País,18.480.432,3.274.648,12.618.546,2.587.238,"79,0"
0,País,0,País,0,País,Hombre,8.967.033,1.668.530,6.171.457,1.127.046,"67,5"
0,País,0,País,0,País,Mujer,9.513.399,1.606.118,6.447.089,1.460.192,"90,9"
15,Arica y Parinacota,151,Arica,15101,Arica,Total Comuna,241.653,47.551,163.466,30.636,"64,4"
15,Arica y Parinacota,151,Arica,15101,Arica,Hombre,118.844,24.128,80.967,13.749,"57,0"
15,Arica y Parinacota,151,Arica,15101,Arica,Mujer,122.809,23.423,82.499,16.887,"72,1"
15,Arica y Parinacota,151,Arica,15102,Camarones,Total Comuna,861,106,527,228,"215,1"
15,Arica y Parinacota,151,Arica,15102,Camarones,Hombre,430,54,265,111,"205,6"
15,Arica y Parinacota,151,Arica,15102,Camarones,Mujer,431,52,262,117,"225,0"
15,Arica y Parinacota,152,Parinacota,15201,Putre,Total Comuna,1.547,250,1.041,256,"102,4"
15,Arica y Parinacota,152,Parinacota,15201,Putre,Hombre,846,134,582,130,"97,0"
15,Arica y Parinacota,152,Parinacota,15201,Putre,Mujer,701,116,459,126,"108,6"
15,Arica y Parinacota,152,Parinacota,15202,General Lagos,Total Comuna,508,123,269,116,"94,3"
15,Arica y Parinacota,152,Parinacota,15202,General Lagos,Hombre,261,60,142,59,"98,3"
15,Arica y Parinacota,152,Parinacota,15202,General Lagos,Mujer,247,63,127,57,"90,5"
1,Tarapacá,11,Iquique,1101,Iquique,Total Comuna,199.587,37.595,137.764,24.228,"64,4"
1,Tarapacá,11,Iquique,1101,Iquique,Hombre,98.413,19.099,68.437,10.877,"57,0"
1,Tarapacá,11,Iquique,1101,Iquique,Mujer,101.174,18.496,69.327,13.351,"72,2"
1,Tarapacá,11,Iquique,1107,Alto Hospicio,Total Comuna,142.086,36.164,98.216,7.706,"21,3"
1,Tarapacá,11,Iquique,1107,Alto Hospicio,Hombre,70.649,18.403,48.624,3.622,"19,7"
1,Tarapacá,11,Iquique,1107,Alto Hospicio,Mujer,71.437,17.761,49.592,4.084,"23,0"
1,Tarapacá,14,Del Tamarugal,1401,Pozo Almonte,Total Comuna,16.878,4.053,11.116,1.709,"42,2"
1,Tarapacá,14,Del Tamarugal,1401,Pozo Almonte,Hombre,8.667,2.010,5.770,887,"44,1"
1,Tarapacá,14,Del Tamarugal,1401,Pozo Almonte,Mujer,8.211,2.043,5.346,822,"40,2"
1,Tarapacá,14,Del Tamarugal,1402,Camiña,Total Comuna,1.335,335,764,236,"70,4"
1,Tarapacá,14,Del Tamarugal,1402,Camiña,Hombre,648,175,345,128,"73,1"
1,Tarapacá,14,Del Tamarugal,1402,Camiña,Mujer,687,160,419,108,"67,5"
1,Tarapacá,14,Del Tamarugal,1403,Colchane,Total Comuna,790,194,463,133,"68,6"
1,Tarapacá,14,Del Tamarugal,1403,Colchane,Hombre,389,91,228,70,"76,9"
1,Tarapacá,14,Del Tamarugal,1403,Colchane,Mujer,401,103,235,63,"61,2"
1,Tarapacá,14,Del Tamarugal,1404,Huara,Total Comuna,2.858,698,1.719,441,"63,2"
1,Tarapacá,14,Del Tamarugal,1404,Huara,Hombre,1.484,364,886,234,"64,3"
1,Tarapacá,14,Del Tamarugal,1404,Huara,Mujer,1.374,334,833,207,"62,0"
1,Tarapacá,14,Del Tamarugal,1405,Pica,Total Comuna,6.272,1.493,3.904,875,"58,6"
1,Tarapacá,14,Del Tamarugal,1405,Pica,Hombre,3.093,774,1.887,432,"55,8"
1,Tarapacá,14,Del Tamarugal,1405,Pica,Mujer,3.179,719,2.017,443,"61,6"
2,Antofagasta,21,Antofagasta,2101,Antofagasta,Total Comuna,401.096,75.810,286.227,39.059,"51,5"
2,Antofagasta,21,Antofagasta,2101,Antofagasta,Hombre,197.979,38.748,142.457,16.774,"43,3"
2,Antofagasta,21,Antofagasta,2101,Antofagasta,Mujer,203.117,37.062,143.770,22.285,"60,1"
2,Antofagasta,21,Antofagasta,2102,Mejillones,Total Comuna,14.084,3.346,9.625,1.113,"33,3"
2,Antofagasta,21,Antofagasta,2102,Mejillones,Hombre,7.021,1.710,4.761,550,"32,2"
2,Antofagasta,21,Antofagasta,2102,Mejillones,Mujer,7.063,1.636,4.864,563,"34,4"
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,Total Comuna,1.472,365,1.005,102,"27,9"
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,Hombre,707,197,468,42,"21,3"
2,Antofagasta,21,Antofagasta,2103,Sierra Gorda,Mujer,765,168,537,60,"35,7"
2,Antofagasta,21,Antofagasta,2104,Taltal,Total Comuna,12.097,2.403,8.122,1.572,"65,4"
2,Antofagasta,21,Antofagasta,2104,Taltal,Hombre,6.063,1.227,4.067,769,"62,7"
2,Antofagasta,21,Antofagasta,2104,Taltal,Mujer,6.034,1.176,4.055,803,"68,3"
2,Antofagasta,22,El Loa,2201,Calama,Total Comuna,166.334,34.790,116.500,15.044,"43,2"
2,Antofagasta,22,El Loa,2201,Calama,Hombre,82.269,17.745,57.714,6.810,"38,4"
2,Antofagasta,22,El Loa,2201,Calama,Mujer,84.065,17.045,58.786,8.234,"48,3"
2,Antofagasta,22,El Loa,2202,Ollagüe,Total Comuna,256,48,173,35,"72,9"
2,Antofagasta,22,El Loa,2202,Ollagüe,Hombre,122,22,87,13,"59,1"
2,Antofagasta,22,El Loa,2202,Ollagüe,Mujer,134,26,86,22,"84,6"
2,Antofagasta,22,El Loa,2203,San Pedro de Atacama,Total Comuna,9.843,2.058,6.946,839,"40,8"
2,Antofagasta,22,El Loa,2203,San Pedro de Atacama,Hombre,4.768,1.051,3.337,380,"36,2"
2,Antofagasta,22,El Loa,2203,San Pedro de Atacama,Mujer,5.075,1.007,3.609,459,"45,6"
2,Antofagasta,23,Tocopilla,2301,Tocopilla,Total Comuna,25.400,5.182,16.863,3.355,"64,7"
2,Antofagasta,23,Tocopilla,2301,Tocopilla,Hombre,12.589,2.590,8.491,1.508,"58,2"
2,Antofagasta,23,Tocopilla,2301,Tocopilla,Mujer,12.811,2.592,8.372,1.847,"71,3"
2,Antofagasta,23,Tocopilla,2302,María Elena,Total Comuna,4.834,950,3.434,450,"47,4"
2,Antofagasta,23,Tocopilla,2302,María Elena,Hombre,2.477,494,1.733,250,"50,6"
2,Antofagasta,23,Tocopilla,2302,María Elena,Mujer,2.357,456,1.701,200,"43,9"
3,Atacama,31,Copiapó,3101,Copiapó,Total Comuna,168.831,33.541,116.609,18.681,"55,7"
3,Atacama,31,Copiapó,3101,Copiapó,Hombre,83.536,17.142,57.867,8.527,"49,7"
3,Atacama,31,Copiapó,3101,Copiapó,Mujer,85.295,16.399,58.742,10.154,"61,9"
3,Atacama,31,Copiapó,3102,Caldera,Total Comuna,18.805,3.620,12.477,2.708,"74,8"
3,Atacama,31,Copiapó,3102,Caldera,Hombre,9.396,1.868,6.245,1.283,"68,7"
3,Atacama,31,Copiapó,3102,Caldera,Mujer,9.409,1.752,6.232,1.425,"81,3"
3,Atacama,31,Copiapó,3103,Tierra Amarilla,Total Comuna,11.846,2.456,8.036,1.354,"55,1"
3,Atacama,31,Copiapó,3103,Tierra Amarilla,Hombre,6.070,1.288,4.098,684,"53,1"
3,Atacama,31,Copiapó,3103,Tierra Amarilla,Mujer,5.776,1.168,3.938,670,"57,4"
3,Atacama,32,Chañaral,3201,Chañaral,Total Comuna,12.345,2.506,7.995,1.844,"73,6"
3,Atacama,32,Chañaral,3201,Chañaral,Hombre,6.219,1.303,4.034,882,"67,7"
3,Atacama,32,Chañaral,3201,Chañaral,Mujer,6.126,1.203,3.961,962,"80,0"
3,Atacama,32,Chañaral,3202,Diego de Almagro,Total Comuna,11.397,2.412,7.813,1.172,"48,6"
3,Atacama,32,Chañaral,3202,Diego de Almagro,Hombre,5.672,1.221,3.871,580,"47,5"
3,Atacama,32,Chañaral,3202,Diego de Almagro,Mujer,5.725,1.191,3.942,592,"49,7"
3,Atacama,33,Huasco,3301,Vallenar,Total Comuna,54.222,10.541,35.631,8.050,"76,4"
3,Atacama,33,Huasco,3301,Vallenar,Hombre,26.541,5.421,17.524,3.596,"66,3"
3,Atacama,33,Huasco,3301,Vallenar,Mujer,27.681,5.120,18.107,4.454,"87,0"
3,Atacama,33,Huasco,3302,Alto del Carmen,Total Comuna,4.788,788,2.976,1.024,"129,9"
3,Atacama,33,Huasco,3302,Alto del Carmen,Hombre,2.454,395,1.502,557,"141,0"
3,Atacama,33,Huasco,3302,Alto del Carmen,Mujer,2.334,393,1.474,467,"118,8"
3,Atacama,33,Huasco,3303,Freirina,Total Comuna,7.577,1.489,4.905,1.183,"79,4"
3,Atacama,33,Huasco,3303,Freirina,Hombre,3.743,763,2.419,561,"73,5"
3,Atacama,33,Huasco,3303,Freirina,Mujer,3.834,726,2.486,622,"85,7"
3,Atacama,33,Huasco,3304,Huasco,Total Comuna,9.369,1.750,5.987,1.632,"93,3"
3,Atacama,33,Huasco,3304,Huasco,Hombre,4.632,869,2.996,767,"88,3"
3,Atacama,33,Huasco,3304,Huasco,Mujer,4.737,881,2.991,865,"98,2"
4,Coquimbo,41,Elqui,4101,La Serena,Total Comuna,250.141,45.405,171.669,33.067,"72,8"
4,Coquimbo,41,Elqui,4101,La Serena,Hombre,120.407,22.882,83.329,14.196,"62,0"
4,Coquimbo,41,Elqui,4101,La Serena,Mujer,129.734,22.523,88.340,18.871,"83,8"
4,Coquimbo,41,Elqui,4102,Coquimbo,Total Comuna,263.719,50.870,178.399,34.450,"67,7"
4,Coquimbo,41,Elqui,4102,Coquimbo,Hombre,127.926,25.902,86.766,15.258,"58,9"
4,Coquimbo,41,Elqui,4102,Coquimbo,Mujer,135.793,24.968,91.633,19.192,"76,9"
4,Coquimbo,41,Elqui,4103,Andacollo,Total Comuna,11.566,2.103,7.510,1.953,"92,9"
4,Coquimbo,41,Elqui,4103,Andacollo,Hombre,5.800,1.093,3.765,942,"86,2"
4,Coquimbo,41,Elqui,4103,Andacollo,Mujer,5.766,1.010,3.745,1.011,"100,1"
4,Coquimbo,41,Elqui,4104,La Higuera,Total Comuna,4.335,781,2.771,783,"100,3"
4,Coquimbo,41,Elqui,4104,La Higuera,Hombre,2.299,419,1.449,431,"102,9"
4,Coquimbo,41,Elqui,4104,La Higuera,Mujer,2.036,362,1.322,352,"97,2"
4,Coquimbo,41,Elqui,4105,Paiguano,Total Comuna,4.649,765,3.074,810,"105,9"
4,Coquimbo,41,Elqui,4105,Paiguano,Hombre,2.310,397,1.509,404,"101,8"
4,Coquimbo,41,Elqui,4105,Paiguano,Mujer,2.339,368,1.565,406,"110,3"
4,Coquimbo,41,Elqui,4106,Vicuña,Total Comuna,28.047,5.152,18.511,4.384,"85,1"
4,Coquimbo,41,Elqui,4106,Vicuña,Hombre,13.738,2.694,8.952,2.092,"77,7"
4,Coquimbo,41,Elqui,4106,Vicuña,Mujer,14.309,2.458,9.559,2.292,"93,2"
4,Coquimbo,42,Choapa,4201,Illapel,Total Comuna,32.009,5.788,20.764,5.457,"94,3"
4,Coquimbo,42,Choapa,4201,Illapel,Hombre,15.548,2.957,10.159,2.432,"82,2"
4,Coquimbo,42,Choapa,4201,Illapel,Mujer,16.461,2.831,10.605,3.025,"106,9"
4,Coquimbo,42,Choapa,4202,Canela,Total Comuna,9.639,1.455,5.925,2.259,"155,3"
4,Coquimbo,42,Choapa,4202,Canela,Hombre,4.869,758,2.988,1.123,"148,2"
4,Coquimbo,42,Choapa,4202,Canela,Mujer,4.770,697,2.937,1.136,"163,0"
4,Coquimbo,42,Choapa,4203,Los Vilos,Total Comuna,22.879,4.400,14.795,3.684,"83,7"
4,Coquimbo,42,Choapa,4203,Los Vilos,Hombre,11.281,2.263,7.327,1.691,"74,7"
4,Coquimbo,42,Choapa,4203,Los Vilos,Mujer,11.598,2.137,7.468,1.993,"93,3"
4,Coquimbo,42,Choapa,4204,Salamanca,Total Comuna,27.823,5.127,18.256,4.440,"86,6"
4,Coquimbo,42,Choapa,4204,Salamanca,Hombre,13.772,2.608,9.005,2.159,"82,8"
4,Coquimbo,42,Choapa,4204,Salamanca,Mujer,14.051,2.519,9.251,2.281,"90,6"
4,Coquimbo,43,Limarí,4301,Ovalle,Total Comuna,118.696,22.295,79.044,17.357,"77,9"
4,Coquimbo,43,Limarí,4301,Ovalle,Hombre,57.311,11.334,38.205,7.772,"68,6"
4,Coquimbo,43,Limarí,4301,Ovalle,Mujer,61.385,10.961,40.839,9.585,"87,4"
4,Coquimbo,43,Limarí,4302,Combarbalá,Total Comuna,12.954,1.967,8.069,2.918,"148,3"
4,Coquimbo,43,Limarí,4302,Combarbalá,Hombre,6.305,1.019,3.966,1.320,"129,5"
4,Coquimbo,43,Limarí,4302,Combarbalá,Mujer,6.649,948,4.103,1.598,"168,6"
4,Coquimbo,43,Limarí,4303,Monte Patria,Total Comuna,29.997,5.450,19.506,5.041,"92,5"
4,Coquimbo,43,Limarí,4303,Monte Patria,Hombre,14.703,2.745,9.472,2.486,"90,6"
4,Coquimbo,43,Limarí,4303,Monte Patria,Mujer,15.294,2.705,10.034,2.555,"94,5"
4,Coquimbo,43,Limarí,4304,Punitaqui,Total Comuna,12.076,2.270,7.677,2.129,"93,8"
4,Coquimbo,43,Limarí,4304,Punitaqui,Hombre,5.975,1.192,3.730,1.053,"88,3"
4,Coquimbo,43,Limarí,4304,Punitaqui,Mujer,6.101,1.078,3.947,1.076,"99,8"
4,Coquimbo,43,Limarí,4305,Río Hurtado,Total Comuna,4.334,601,2.689,1.044,"173,7"
4,Coquimbo,43,Limarí,4305,Río Hurtado,Hombre,2.153,282,1.367,504,"178,7"
4,Coquimbo,43,Limarí,4305,Río Hurtado,Mujer,2.181,319,1.322,540,"169,3"
5,Valparaíso,51,Valparaíso,5101,Valparaíso,Total Comuna,284.938,44.277,194.123,46.538,"105,1"
5,Valparaíso,51,Valparaíso,5101,Valparaíso,Hombre,138.494,22.784,96.062,19.648,"86,2"
5,Valparaíso,51,Valparaíso,5101,Valparaíso,Mujer,146.444,21.493,98.061,26.890,"125,1"
5,Valparaíso,51,Valparaíso,5102,Casablanca,Total Comuna,29.876,5.399,20.065,4.412,"81,7"
5,Valparaíso,51,Valparaíso,5102,Casablanca,Hombre,14.582,2.766,9.826,1.990,"71,9"
5,Valparaíso,51,Valparaíso,5102,Casablanca,Mujer,15.294,2.633,10.239,2.422,"92,0"
5,Valparaíso,51,Valparaíso,5103,Concón,Total Comuna,48.294,7.853,33.071,7.370,"93,8"
5,Valparaíso,51,Valparaíso,5103,Concón,Hombre,23.153,3.971,16.061,3.121,"78,6"
5,Valparaíso,51,Valparaíso,5103,Concón,Mujer,25.141,3.882,17.010,4.249,"109,5"
5,Valparaíso,51,Valparaíso,5104,Juan Fernández,Total Comuna,904,189,589,126,"66,7"
5,Valparaíso,51,Valparaíso,5104,Juan Fernández,Hombre,458,91,301,66,"72,5"
5,Valparaíso,51,Valparaíso,5104,Juan Fernández,Mujer,446,98,288,60,"61,2"
5,Valparaíso,51,Valparaíso,5105,Puchuncaví,Total Comuna,22.539,3.943,14.518,4.078,"103,4"
5,Valparaíso,51,Valparaíso,5105,Puchuncaví,Hombre,11.156,2.027,7.227,1.902,"93,8"
5,Valparaíso,51,Valparaíso,5105,Puchuncaví,Mujer,11.383,1.916,7.291,2.176,"113,6"
5,Valparaíso,51,Valparaíso,5107,Quintero,Total Comuna,35.754,6.672,23.259,5.823,"87,3"
5,Valparaíso,51,Valparaíso,5107,Quintero,Hombre,17.507,3.387,11.457,2.663,"78,6"
5,Valparaíso,51,Valparaíso,5107,Quintero,Mujer,18.247,3.285,11.802,3.160,"96,2"
5,Valparaíso,51,Valparaíso,5109,Viña del Mar,Total Comuna,334.871,49.154,226.330,59.387,"120,8"
5,Valparaíso,51,Valparaíso,5109,Viña del Mar,Hombre,158.878,25.059,109.537,24.282,"96,9"
5,Valparaíso,51,Valparaíso,5109,Viña del Mar,Mujer,175.993,24.095,116.793,35.105,"145,7"
5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,Total Comuna,4.800,1.033,3.362,405,"39,2"
5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,Hombre,2.351,523,1.647,181,"34,6"
5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,Mujer,2.449,510,1.715,224,"43,9"
5,Valparaíso,53,Los Andes,5301,Los Andes,Total Comuna,63.440,11.610,42.069,9.761,"84,1"
5,Valparaíso,53,Los Andes,5301,Los Andes,Hombre,30.469,5.820,20.454,4.195,"72,1"
5,Valparaíso,53,Los Andes,5301,Los Andes,Mujer,32.971,5.790,21.615,5.566,"96,1"
5,Valparaíso,53,Los Andes,5302,Calle Larga,Total Comuna,16.597,3.392,11.010,2.195,"64,7"
5,Valparaíso,53,Los Andes,5302,Calle Larga,Hombre,8.139,1.697,5.391,1.051,"61,9"
5,Valparaíso,53,Los Andes,5302,Calle Larga,Mujer,8.458,1.695,5.619,1.144,"67,5"
5,Valparaíso,53,Los Andes,5303,Rinconada,Total Comuna,11.855,2.499,7.782,1.574,"63,0"
5,Valparaíso,53,Los Andes,5303,Rinconada,Hombre,5.851,1.313,3.789,749,"57,0"
5,Valparaíso,53,Los Andes,5303,Rinconada,Mujer,6.004,1.186,3.993,825,"69,6"
5,Valparaíso,53,Los Andes,5304,San Esteban,Total Comuna,20.112,3.826,13.402,2.884,"75,4"
5,Valparaíso,53,Los Andes,5304,San Esteban,Hombre,9.835,1.946,6.508,1.381,"71,0"
5,Valparaíso,53,Los Andes,5304,San Esteban,Mujer,10.277,1.880,6.894,1.503,"79,9"
5,Valparaíso,54,Petorca,5401,La Ligua,Total Comuna,39.270,6.808,25.896,6.566,"96,4"
5,Valparaíso,54,Petorca,5401,La Ligua,Hombre,19.171,3.450,12.644,3.077,"89,2"
5,Valparaíso,54,Petorca,5401,La Ligua,Mujer,20.099,3.358,13.252,3.489,"103,9"
5,Valparaíso,54,Petorca,5402,Cabildo,Total Comuna,20.015,3.629,13.186,3.200,"88,2"
5,Valparaíso,54,Petorca,5402,Cabildo,Hombre,9.860,1.859,6.443,1.558,"83,8"
5,Valparaíso,54,Petorca,5402,Cabildo,Mujer,10.155,1.770,6.743,1.642,"92,8"
5,Valparaíso,54,Petorca,5403,Papudo,Total Comuna,7.561,1.334,4.903,1.324,"99,3"
5,Valparaíso,54,Petorca,5403,Papudo,Hombre,3.766,678,2.466,622,"91,7"
5,Valparaíso,54,Petorca,5403,Papudo,Mujer,3.795,656,2.437,702,"107,0"
5,Valparaíso,54,Petorca,5404,Petorca,Total Comuna,10.206,1.656,6.704,1.846,"111,5"
5,Valparaíso,54,Petorca,5404,Petorca,Hombre,5.030,824,3.323,883,"107,2"
5,Valparaíso,54,Petorca,5404,Petorca,Mujer,5.176,832,3.381,963,"115,7"
5,Valparaíso,54,Petorca,5405,Zapallar,Total Comuna,7.980,1.501,5.006,1.473,"98,1"
5,Valparaíso,54,Petorca,5405,Zapallar,Hombre,3.902,738,2.473,691,"93,6"
5,Valparaíso,54,Petorca,5405,Zapallar,Mujer,4.078,763,2.533,782,"102,5"
5,Valparaíso,55,Quillota,5501,Quillota,Total Comuna,96.753,17.090,64.270,15.393,"90,1"
5,Valparaíso,55,Quillota,5501,Quillota,Hombre,46.621,8.759,31.207,6.655,"76,0"
5,Valparaíso,55,Quillota,5501,Quillota,Mujer,50.132,8.331,33.063,8.738,"104,9"
5,Valparaíso,55,Quillota,5502,Calera,Total Comuna,50.631,9.069,33.436,8.126,"89,6"
5,Valparaíso,55,Quillota,5502,Calera,Hombre,24.513,4.614,16.322,3.577,"77,5"
5,Valparaíso,55,Quillota,5502,Calera,Mujer,26.118,4.455,17.114,4.549,"102,1"
5,Valparaíso,55,Quillota,5503,Hijuelas,Total Comuna,19.286,3.588,12.948,2.750,"76,6"
5,Valparaíso,55,Quillota,5503,Hijuelas,Hombre,9.518,1.754,6.433,1.331,"75,9"
5,Valparaíso,55,Quillota,5503,Hijuelas,Mujer,9.768,1.834,6.515,1.419,"77,4"
5,Valparaíso,55,Quillota,5504,La Cruz,Total Comuna,24.939,5.036,16.847,3.056,"60,7"
5,Valparaíso,55,Quillota,5504,La Cruz,Hombre,11.993,2.575,8.064,1.354,"52,6"
5,Valparaíso,55,Quillota,5504,La Cruz,Mujer,12.946,2.461,8.783,1.702,"69,2"
5,Valparaíso,55,Quillota,5506,Nogales,Total Comuna,22.136,3.843,14.552,3.741,"97,3"
5,Valparaíso,55,Quillota,5506,Nogales,Hombre,10.849,1.944,7.190,1.715,"88,2"
5,Valparaíso,55,Quillota,5506,Nogales,Mujer,11.287,1.899,7.362,2.026,"106,7"
5,Valparaíso,56,San Antonio,5601,San Antonio,Total Comuna,96.770,17.827,64.360,14.583,"81,8"
5,Valparaíso,56,San Antonio,5601,San Antonio,Hombre,46.972,9.066,31.556,6.350,"70,0"
5,Valparaíso,56,San Antonio,5601,San Antonio,Mujer,49.798,8.761,32.804,8.233,"94,0"
5,Valparaíso,56,San Antonio,5602,Algarrobo,Total Comuna,16.076,2.416,9.648,4.012,"166,1"
5,Valparaíso,56,San Antonio,5602,Algarrobo,Hombre,7.673,1.230,4.652,1.791,"145,6"
5,Valparaíso,56,San Antonio,5602,Algarrobo,Mujer,8.403,1.186,4.996,2.221,"187,3"
5,Valparaíso,56,San Antonio,5603,Cartagena,Total Comuna,24.599,4.318,15.223,5.058,"117,1"
5,Valparaíso,56,San Antonio,5603,Cartagena,Hombre,12.043,2.216,7.500,2.327,"105,0"
5,Valparaíso,56,San Antonio,5603,Cartagena,Mujer,12.556,2.102,7.723,2.731,"129,9"
5,Valparaíso,56,San Antonio,5604,El Quisco,Total Comuna,18.971,2.925,11.281,4.765,"162,9"
5,Valparaíso,56,San Antonio,5604,El Quisco,Hombre,9.088,1.492,5.428,2.168,"145,3"
5,Valparaíso,56,San Antonio,5604,El Quisco,Mujer,9.883,1.433,5.853,2.597,"181,2"
5,Valparaíso,56,San Antonio,5605,El Tabo,Total Comuna,16.260,2.406,9.571,4.283,"178,0"
5,Valparaíso,56,San Antonio,5605,El Tabo,Hombre,7.915,1.192,4.732,1.991,"167,0"
5,Valparaíso,56,San Antonio,5605,El Tabo,Mujer,8.345,1.214,4.839,2.292,"188,8"
5,Valparaíso,56,San Antonio,5606,Santo Domingo,Total Comuna,13.171,2.382,8.315,2.474,"103,9"
5,Valparaíso,56,San Antonio,5606,Santo Domingo,Hombre,6.437,1.199,4.050,1.188,"99,1"
5,Valparaíso,56,San Antonio,5606,Santo Domingo,Mujer,6.734,1.183,4.265,1.286,"108,7"
5,Valparaíso,57,San Felipe de Aconcagua,5701,San Felipe,Total Comuna,80.413,14.984,54.221,11.208,"74,8"
5,Valparaíso,57,San Felipe de Aconcagua,5701,San Felipe,Hombre,38.921,7.629,26.407,4.885,"64,0"
5,Valparaíso,57,San Felipe de Aconcagua,5701,San Felipe,Mujer,41.492,7.355,27.814,6.323,"86,0"
5,Valparaíso,57,San Felipe de Aconcagua,5702,Catemu,Total Comuna,13.760,2.445,9.023,2.292,"93,7"
